1, 44.99
2, 64.27
3, 70.85
4, 74.86
5, 76.09
6, 76.37
7, 77.0
8, 77.22
9, 77.75
10, 77.41
11, 77.0
12, 77.18
13, 76.21
14, 76.33
15, 76.72
16, 76.79
17, 76.22
18, 76.67
19, 75.34
20, 75.34
21, 75.0
22, 76.51
23, 76.43
24, 75.47
25, 76.69
26, 75.4
27, 75.87
28, 75.74
29, 75.59
30, 74.89
31, 74.46
32, 74.7
33, 75.33
34, 74.46
35, 72.78
36, 74.7
37, 74.67
38, 73.77
39, 73.97
40, 74.35
41, 72.58
42, 73.66
43, 72.94
44, 73.55
45, 72.83
46, 71.89
47, 73.98
48, 73.29
49, 71.78
50, 70.32
