1, 10.0
2, 42.41
3, 54.73
4, 64.41
5, 68.78
6, 72.19
7, 72.33
8, 74.1
9, 74.44
10, 72.96
11, 73.4
12, 72.75
13, 73.82
14, 73.39
15, 73.7
16, 72.5
17, 73.32
18, 72.46
19, 72.6
20, 72.33
21, 72.23
22, 70.63
23, 71.86
24, 72.15
25, 71.47
26, 72.55
27, 70.58
28, 71.38
29, 70.65
30, 71.37
31, 71.71
32, 70.58
33, 71.17
34, 70.41
35, 67.84
36, 69.55
37, 69.75
38, 71.17
39, 70.27
40, 70.01
41, 69.76
42, 70.16
43, 70.79
44, 69.57
45, 70.07
46, 68.79
47, 68.68
48, 68.53
49, 68.4
50, 69.62
